,0, .05, .1, .15, 0.2, .25,.3,.35, 0.4, .45, .5, .55, 0.6, .65, .7, .75, 0.8, .85, .9, .95, 1
Errores, 0,	0,	0.37,	0.87,	1.48,	1.93,	2.42,	2.76,	2.04,	1.71,	1.3,	1.03,	0.75,	0.61,	0.47,	0.4,	0.43,	0.31,	0.2,	0.09,	0,
Aciertos, 0,	0,	0.08,	0.24,	0.41,	0.6,	0.89,	1.01,	1.07,	1.12,	1.09,	1.03,	0.95,	0.96,	1.01,	1.1,	1.27,	1.56,	1.78,	2.05,	2.42,
