,0, .05, .1, .15, 0.2, .25,.3,.35, 0.4, .45, .5, .55, 0.6, .65, .7, .75, 0.8, .85, .9, .95, 1
Errores, 0,0,0,0,0,0,0,0,.2,1,.9,1.5,2.5,2.6,2,2.1,1,1.5,2.5,2.4,2,2.5
Aciertos, 0,0,0,0,0,0,0,0,0,0,0,0,0,.3,.3,0,.3,.3,.4,.5,18
