,0, .05, .1, .15, 0.2, .25,.3,.35, 0.4, .45, .5, .55, 0.6, .65, .7, .75, 0.8, .85, .9, .95, 1
Errores, 0,	0,	0,	0.18,	0.57,	0.87,	1.13,	1.44,	1.81,	1.84,	1.81,	1.64,	1.42,	1.24,	1.09,	0.92,	0.87,	0.81,	0.69,	0.51,	0.12,
Aciertos, 0,	0,	0,	0,	0.09,	0.17,	0.32,	0.46,	0.6,	0.72,	0.83,	0.89,	0.93,	0.93,	0.99,	1.13,	1.29,	1.64,	2.17,	3.28,	6.18,
